Datetime,1COV.DE_High,ADS.DE_High,AIR.DE_High,ALV.DE_High,BAS.DE_High,BMW.DE_High,CBK.DE_High,DTE.DE_High,EOAN.DE_High,HEI.DE_High
2021-05-17 14:00:00+02:00,55.5800018310547,296.200012207031,97.5199966430664,217.300003051758,69.0500030517578,84.4199981689453,6.41300010681152,17.3080005645752,10.6459999084473,75.0599975585938
2021-05-17 15:00:00+02:00,55.9199981689453,297.049987792969,97.9899978637695,217.899993896484,69.1999969482422,84.7300033569336,6.44000005722046,17.3680000305176,10.6499996185303,75.3199996948242
2021-05-17 16:00:00+02:00,56.060001373291,297.25,97.9899978637695,217.899993896484,69.2200012207031,84.9000015258789,6.47800016403198,17.3680000305176,10.6499996185303,75.3199996948242
2021-05-17 17:00:00+02:00,56.060001373291,297.25,97.2699966430664,217.800003051758,69.2200012207031,84.9000015258789,6.48000001907349,17.3439998626709,10.6420001983643,75.2399978637695
2021-05-18 09:00:00+02:00,56.9799995422363,301.700012207031,98.0800018310547,219.600006103516,69.8300018310547,86.2200012207031,6.57299995422363,17.3439998626709,10.6560001373291,76.8199996948242
2021-05-18 10:00:00+02:00,56.8800010681152,301.100006103516,97.9499969482422,219.100006103516,69.620002746582,85.7200012207031,6.60699987411499,17.3339996337891,10.6599998474121,76.0999984741211
2021-05-18 11:00:00+02:00,57.2400016784668,299.399993896484,97.8000030517578,218.899993896484,69.4400024414063,85.6399993896484,6.60699987411499,17.3419990539551,10.6499996185303,76.0599975585938
2021-05-18 12:00:00+02:00,57.3199996948242,297,97.4599990844727,218.100006103516,69.4800033569336,85.5500030517578,6.59000015258789,17.3320007324219,10.6759996414185,76.1999969482422
2021-05-18 13:00:00+02:00,57.3199996948242,295,97.4000015258789,217.899993896484,69.5100021362305,85.379997253418,6.58400011062622,17.3320007324219,10.6759996414185,76.0199966430664
2021-05-18 14:00:00+02:00,57,293.850006103516,97.7600021362305,217.300003051758,69.3499984741211,85.1999969482422,6.52600002288818,17.2719993591309,10.6339998245239,76.0400009155273
2021-05-18 15:00:00+02:00,56.8800010681152,293.649993896484,97.5500030517578,217.449996948242,69.1500015258789,84.75,6.5460000038147,17.2740001678467,10.6280002593994,76.0400009155273
2021-05-18 16:00:00+02:00,56.7000007629395,293.799987792969,97.5100021362305,217.449996948242,69.1500015258789,84.6500015258789,6.5460000038147,17.246000289917,10.6280002593994,76
2021-05-18 17:00:00+02:00,56.439998626709,294.450012207031,97.4300003051758,217.350006103516,69.1100006103516,85,6.53399991989136,17.1800003051758,10.6199998855591,75.8399963378906
2021-05-19 09:00:00+02:00,56.1199989318848,294.100006103516,96.3300018310547,216.449996948242,68.5999984741211,84.5800018310547,6.45800018310547,16.9479999542236,10.53600025177,75.4199981689453
2021-05-19 10:00:00+02:00,56.1199989318848,293.799987792969,96.0500030517578,215.75,68.379997253418,84.5800018310547,6.46400022506714,16.9479999542236,10.4899997711182,75.0999984741211
2021-05-19 11:00:00+02:00,56.0400009155273,293.25,96.1999969482422,215.899993896484,68.0599975585938,84.1600036621094,6.47100019454956,16.8959999084473,10.5059995651245,74.5599975585938
2021-05-19 12:00:00+02:00,55.939998626709,293.25,96.1999969482422,215.899993896484,67.9300003051758,84.1600036621094,6.47700023651123,16.8759994506836,10.5059995651245,74.2200012207031
2021-05-19 13:00:00+02:00,55.7400016784668,292.450012207031,95.6800003051758,215.649993896484,67.75,83.9599990844727,6.47700023651123,16.8020000457764,10.4820003509521,73.9400024414063
2021-05-19 14:00:00+02:00,55.4599990844727,291.299987792969,94.8899993896484,214.600006103516,67.3399963378906,83.8099975585937,6.42899990081787,16.7679996490479,10.4580001831055,73.6800003051758
2021-05-19 15:00:00+02:00,55.2400016784668,292.350006103516,94.5500030517578,213.899993896484,67.2900009155273,83.6999969482422,6.40000009536743,16.7479991912842,10.4680004119873,73.2200012207031
2021-05-19 16:00:00+02:00,55.2599983215332,294.450012207031,95.0599975585938,213.5,67.1600036621094,83.4800033569336,6.40000009536743,16.7320003509521,10.4759998321533,72.9800033569336
2021-05-19 17:00:00+02:00,55.439998626709,295.350006103516,95.3499984741211,214.149993896484,67.3199996948242,83.9800033569336,6.44999980926514,16.673999786377,10.4759998321533,73.3399963378906
2021-05-20 09:00:00+02:00,55.8800010681152,297.850006103516,96.1999969482422,215.300003051758,67.629997253418,84.5400009155273,6.47300004959106,16.9120006561279,10.1160001754761,74.1399993896484
2021-05-20 10:00:00+02:00,55.8800010681152,297.350006103516,95.9800033569336,214.5,67.4800033569336,84.0800018310547,6.42799997329712,16.8799991607666,10.0539999008179,73.8199996948242
2021-05-20 11:00:00+02:00,55.5800018310547,296.700012207031,95.4100036621094,214.5,67.0299987792969,83.6999969482422,6.42399978637695,16.8299999237061,10.0539999008179,73.5
2021-05-20 12:00:00+02:00,55.560001373291,296.450012207031,96.0199966430664,214.550003051758,67,84.0100021362305,6.43100023269653,16.8519992828369,10.0719995498657,73.7799987792969
2021-05-20 13:00:00+02:00,55.7200012207031,296.950012207031,96.2799987792969,214.800003051758,67.0599975585938,84.4400024414063,6.47200012207031,16.8840007781982,10.0939998626709,73.9000015258789
2021-05-20 14:00:00+02:00,56.0400009155273,297,96.2799987792969,215.25,67.4000015258789,84.4899978637695,6.48999977111816,16.9260005950928,10.1440000534058,73.9000015258789
2021-05-20 15:00:00+02:00,56.2599983215332,298.149993896484,96.0899963378906,215.25,67.5100021362305,84.4899978637695,6.48799991607666,16.9300003051758,10.1579999923706,73.9000015258789
2021-05-20 16:00:00+02:00,56.4799995422363,298.399993896484,96.379997253418,214.75,67.5100021362305,84.4599990844727,6.47399997711182,16.9759998321533,10.1579999923706,73.7399978637695
2021-05-20 17:00:00+02:00,56.5999984741211,298.149993896484,96.379997253418,214.449996948242,67.5199966430664,84.4599990844727,6.48099994659424,16.9860000610352,10.1599998474121,73.6800003051758
2021-05-21 09:00:00+02:00,56.3800010681152,300.950012207031,97.6999969482422,215.949996948242,67.8000030517578,86.2900009155274,6.50400018692017,17.2240009307861,10.206000328064,74.379997253418
2021-05-21 10:00:00+02:00,56,300.399993896484,97.6999969482422,215.75,67.5999984741211,85.6600036621094,6.49599981307983,17.2240009307861,10.1999998092651,74.0400009155273
2021-05-21 11:00:00+02:00,56.0800018310547,300.700012207031,97.3399963378906,215.649993896484,67.5899963378906,85.4599990844727,6.48699998855591,17.1539993286133,10.1579999923706,73.8600006103516
2021-05-21 12:00:00+02:00,56.0800018310547,301.100006103516,97.370002746582,215.899993896484,67.6999969482422,85.4599990844727,6.49900007247925,17.1079998016357,10.173999786377,73.8600006103516
2021-05-21 13:00:00+02:00,55.5800018310547,301.450012207031,97.0999984741211,216.550003051758,67.6900024414063,85.5400009155273,6.49200010299683,17.0939998626709,10.1780004501343,73.7600021362305
2021-05-21 14:00:00+02:00,55.7999992370606,301.100006103516,97,216.600006103516,67.7900009155273,85.5400009155273,6.50699996948242,17.0979995727539,10.1879997253418,73.7600021362305
2021-05-21 15:00:00+02:00,56.0400009155273,301.25,97.7099990844727,217.350006103516,67.8899993896484,85.7799987792969,6.49499988555908,17.1879997253418,10.1879997253418,73.8000030517578
2021-05-21 16:00:00+02:00,56.060001373291,301.25,97.9499969482422,217.350006103516,68.0699996948242,85.7799987792969,6.52799987792969,17.1879997253418,10.1979999542236,73.8000030517578
2021-05-21 17:00:00+02:00,56,301.450012207031,97.9499969482422,216.899993896484,68.0699996948242,85.5500030517578,6.52899980545044,17.1660003662109,10.1979999542236,73.7600021362305
2021-05-25 09:00:00+02:00,57.0800018310547,304.399993896484,98.620002746582,217.350006103516,68.3600006103516,86.2600021362305,6.60699987411499,17.2600002288818,10.206000328064,75.8600006103516
2021-05-25 10:00:00+02:00,57.0800018310547,304.149993896484,98.9000015258789,216.800003051758,68.0800018310547,86.5400009155274,6.64599990844727,17.242000579834,10.1999998092651,75.2399978637695
