Datetime,1COV.DE_High,ADS.DE_High,AIR.DE_High,ALV.DE_High,BAS.DE_High,BMW.DE_High,CBK.DE_High,DTE.DE_High,EOAN.DE_High,HEI.DE_High,HEN.DE_High,HNR1.DE_High,IFX.DE_High,MRK.DE_High,RHM.DE_High,RWE.DE_High,SAP.DE_High,SIE.DE_High,SY1.DE_High,VNA.DE_High
2021-05-17 14:00:00+02:00,55.5800018310547,296.200012207031,97.5199966430664,217.300003051758,69.0500030517578,84.4199981689453,6.41300010681152,17.3080005645752,10.6459999084473,75.0599975585938,82.5,146.5,31.4150009155273,141.699996948242,86.5,32.1300010681152,113.480003356934,142.039993286133,104.900001525879,51.4799995422363
2021-05-17 15:00:00+02:00,55.9199981689453,297.049987792969,97.9899978637695,217.899993896484,69.1999969482422,84.7300033569336,6.44000005722046,17.3680000305176,10.6499996185303,75.3199996948242,82.5,146.75,31.4300003051758,141.899993896484,86.7600021362305,32.2200012207031,113.540000915527,142.199996948242,105.25,51.4799995422363
2021-05-17 16:00:00+02:00,56.060001373291,297.25,97.9899978637695,217.899993896484,69.2200012207031,84.9000015258789,6.47800016403198,17.3680000305176,10.6499996185303,75.3199996948242,82.8000030517578,146.75,31.5450000762939,141.899993896484,86.6399993896484,32.2400016784668,113.540000915527,142.199996948242,105.5,51.4000015258789
2021-05-17 17:00:00+02:00,56.060001373291,297.25,97.2699966430664,217.800003051758,69.2200012207031,84.9000015258789,6.48000001907349,17.3439998626709,10.6420001983643,75.2399978637695,82.8000030517578,146.449996948242,31.5450000762939,141.600006103516,86.3000030517578,32.1500015258789,113.5,141.580001831055,105.300003051758,51.2400016784668
2021-05-18 09:00:00+02:00,56.9799995422363,301.700012207031,98.0800018310547,219.600006103516,69.8300018310547,86.2200012207031,6.57299995422363,17.3439998626709,10.6560001373291,76.8199996948242,83,146.350006103516,31.9050006866455,143.100006103516,87.120002746582,32.3600006103516,114.019996643066,142.580001831055,106,51.5999984741211
2021-05-18 10:00:00+02:00,56.8800010681152,301.100006103516,97.9499969482422,219.100006103516,69.620002746582,85.7200012207031,6.60699987411499,17.3339996337891,10.6599998474121,76.0999984741211,82.8000030517578,145.949996948242,31.9050006866455,142.649993896484,86.3000030517578,32.2900009155273,113.559997558594,140.820007324219,105.099998474121,51.4599990844727
2021-05-18 11:00:00+02:00,57.2400016784668,299.399993896484,97.8000030517578,218.899993896484,69.4400024414063,85.6399993896484,6.60699987411499,17.3419990539551,10.6499996185303,76.0599975585938,82.5,145.899993896484,31.7649993896484,141.350006103516,86.1999969482422,32.1100006103516,112.919998168945,140.660003662109,104.449996948242,51.1399993896484
2021-05-18 12:00:00+02:00,57.3199996948242,297,97.4599990844727,218.100006103516,69.4800033569336,85.5500030517578,6.59000015258789,17.3320007324219,10.6759996414185,76.1999969482422,82.5500030517578,145.850006103516,31.7600002288818,141.649993896484,86.4800033569336,32.2000007629395,113,140.199996948242,104.400001525879,51.1199989318848
2021-05-18 13:00:00+02:00,57.3199996948242,295,97.4000015258789,217.899993896484,69.5100021362305,85.379997253418,6.58400011062622,17.3320007324219,10.6759996414185,76.0199966430664,82.5500030517578,145.800003051758,31.7000007629395,141.649993896484,86.5800018310547,32.2000007629395,113,140.279998779297,104.550003051758,51.2000007629395
2021-05-18 14:00:00+02:00,57,293.850006103516,97.7600021362305,217.300003051758,69.3499984741211,85.1999969482422,6.52600002288818,17.2719993591309,10.6339998245239,76.0400009155273,82.4499969482422,145.5,31.5300006866455,141.350006103516,86.4599990844727,32.1599998474121,113.139999389648,140.360000610352,104.650001525879,51.3600006103516
