1COV.DE_Open,ADS.DE_Open,AIR.DE_Open,ALV.DE_Open,BAS.DE_Open,BMW.DE_Open,CBK.DE_Open,DTE.DE_Open,EOAN.DE_Open,HEI.DE_Open
40.189998626709,164.940002441406,121.980003356934,215.699996948242,46.9749984741211,109.319999694824,9.94999980926514,21.3799991607666,12.0799999237061,70.0999984741211
40.1399993896484,164.520004272461,122,215.800003051758,46.875,109.23999786377,10.0200004577637,21.3649997711182,12.1300001144409,69.8000030517578
40.1300010681152,164.740005493164,122.519996643066,216.399993896484,46.939998626709,109.300003051758,10.1000003814697,21.2849998474121,12.1750001907349,69.8000030517578
40.0900001525879,164.919998168945,122.5,216.550003051758,46.9449996948242,109.360000610352,10.1000003814697,21.2849998474121,12.1899995803833,69.6399993896484
40,165.720001220703,122.360000610352,216.5,46.8899993896484,109.300003051758,10.1000003814697,21.2999992370605,12.1549997329712,69.5400009155273
40.060001373291,165.259994506836,122.279998779297,216.050003051758,46.9449996948242,109.160003662109,10.0550003051758,21.3400001525879,12.1549997329712,69.5800018310547
39.9300003051758,165.179992675781,122.019996643066,215.600006103516,46.8600006103516,108.919998168945,10.0349998474121,21.3050003051758,12.1700000762939,69.5800018310547
39.9000015258789,165.139999389648,121.959999084473,215.75,46.8050003051758,108.879997253418,10.039999961853,21.2950000762939,12.1599998474121,69.5199966430664
39.8400001525879,164.899993896484,122.099998474121,215.899993896484,46.7350006103516,109.23999786377,10.0699996948242,21.2749996185303,12.164999961853,69.6800003051758
39.8400001525879,164.899993896484,122.139999389648,215.800003051758,46.6949996948242,109.120002746582,10.0649995803833,21.2649993896484,12.0950002670288,69.6999969482422
39.8699989318848,165.039993286133,122.220001220703,215.649993896484,46.6949996948242,109,10.0649995803833,21.2450008392334,12.1000003814697,69.5999984741211
39.9099998474121,165.520004272461,122.26000213623,215.649993896484,46.7050018310547,108.980003356934,10.0749998092651,21.2800006866455,12.0799999237061,69.7200012207031
39.9199981689453,165.660003662109,122.23999786377,215.399993896484,46.7900009155273,109.220001220703,10.0699996948242,21.2700004577637,12.085000038147,69.6399993896484
39.9300003051758,164.479995727539,122.180000305176,215.300003051758,46.7949981689453,109.199996948242,10.039999961853,21.2900009155273,12.1149997711182,69.6999969482422
39.9799995422363,164.660003662109,122.040000915527,215.5,46.7999992370605,108.900001525879,10.0649995803833,21.2900009155273,12.125,69.8000030517578
40.0400009155274,164.880004882813,122.220001220703,215.300003051758,46.8899993896484,109.059997558594,10.0450000762939,21.2900009155273,12.0900001525879,69.8399963378906
40.0200004577637,164.779998779297,122.120002746582,215.350006103516,46.9850006103516,109,10.0550003051758,21.2950000762939,12.1199998855591,69.9400024414063
39.9700012207031,164.880004882813,122.099998474121,215.350006103516,47.0299987792969,109,10.039999961853,21.2950000762939,12.1149997711182,69.9199981689453
39.9000015258789,164.880004882813,122.139999389648,215.25,47.0849990844727,109.059997558594,10.0299997329712,21.2900009155273,12.125,69.9800033569336
39.9000015258789,164.660003662109,122.099998474121,215.149993896484,47.0750007629395,109.040000915527,10.0450000762939,21.2900009155273,12.1350002288818,69.9400024414063
39.9099998474121,164.740005493164,122.26000213623,215.050003051758,47.0999984741211,108.919998168945,10.0299997329712,21.2849998474121,12.1400003433228,69.8399963378906
39.9300003051758,164.759994506836,122.23999786377,214.899993896484,47.0849990844727,109,10.039999961853,21.3050003051758,12.1450004577637,69.8600006103516
39.9199981689453,164.5,122.279998779297,214.899993896484,47.064998626709,108.900001525879,10.0200004577637,21.3150005340576,12.1549997329712,69.8399963378906
39.9099998474121,164.580001831055,122.400001525879,214.899993896484,47.0550003051758,108.940002441406,10.0200004577637,21.3150005340576,12.164999961853,69.8399963378906
39.9500007629395,164.440002441406,122.540000915527,214.949996948242,47.0050010681152,108.879997253418,10.039999961853,21.329999923706,12.164999961853,69.8399963378906
39.939998626709,164.419998168945,122.5,215.050003051758,47.0550003051758,108.900001525879,10.039999961853,21.3400001525879,12.1599998474121,69.7200012207031
39.8899993896484,164.520004272461,122.540000915527,215,47.1500015258789,108.879997253418,10.039999961853,21.3349990844727,12.1700000762939,69.7200012207031
39.8499984741211,164.5,122.599998474121,214.949996948242,47.1199989318848,108.900001525879,10.0500001907349,21.3349990844727,12.1750001907349,69.7600021362305
39.8400001525879,164.520004272461,122.599998474121,215.100006103516,47.1699981689453,108.900001525879,10.0500001907349,21.3400001525879,12.1800003051758,69.6800003051758
39.8800010681152,164.580001831055,122.559997558594,215,47.1699981689453,108.919998168945,10.0299997329712,21.3449993133545,12.1850004196167,69.6399993896484
39.9000015258789,164.699996948242,122.419998168945,215.100006103516,47.1500015258789,108.760002136231,10.0299997329712,21.3349990844727,12.2150001525879,69.5999984741211
39.8899993896484,164.639999389648,122.480003356934,215.300003051758,47.1049995422363,108.639999389648,10.0050001144409,21.329999923706,12.2250003814697,69.620002746582
39.8800010681152,164.619995117188,122.339996337891,215.300003051758,47.0800018310547,108.540000915527,10.0100002288818,21.3250007629395,12.1999998092651,69.5800018310547
39.9000015258789,164.479995727539,122.360000610352,215.550003051758,47.1100006103516,108.459999084473,10.0100002288818,21.2999992370605,12.1700000762939,69.5999984741211
39.8800010681152,164.419998168945,122.440002441406,215.550003051758,47.1199989318848,108.379997253418,10.0100002288818,21.3199996948242,12.1350002288818,69.5999984741211
39.8899993896484,164.479995727539,122.480003356934,215.550003051758,47.0999984741211,108.440002441406,10.0050001144409,21.2999992370605,12.1099996566772,69.5800018310547
39.9199981689453,164.539993286133,122.519996643066,215.550003051758,47.0699996948242,108.459999084473,10,21.3199996948242,12.1099996566772,69.6399993896484
