Date,Open,High,Low,Close,Adj Close,Volume
1996-12-16,15.198144912719727,15.354100227355957,15.083100318908691,15.172599792480469,5.372720718383789,1228124
1996-12-17,15.057550430297852,15.095894813537598,14.801899909973145,14.927149772644043,5.28580379486084,1102856
1996-12-18,14.980850219726562,15.274849891662598,14.955300331115723,15.172599792480469,5.372720718383789,967364
1996-12-19,15.108699798583984,15.198144912719727,14.858144760131836,15.057550430297852,5.331980228424072,1249598
1996-12-20,15.236499786376953,15.351550102233887,14.878600120544434,14.878600120544434,5.268613815307617,1239882
1996-12-23,15.001299858093262,15.057550430297852,14.750744819641113,14.878600120544434,5.268613815307617,351768
1996-12-24,14.878600120544434,14.878600120544434,14.878600120544434,14.878600120544434,5.268613815307617,0
1996-12-25,14.878600120544434,14.878600120544434,14.878600120544434,14.878600120544434,5.268613815307617,0
1996-12-26,14.878600120544434,14.878600120544434,14.878600120544434,14.878600120544434,5.268613815307617,0
1996-12-27,14.955300331115723,15.131694793701172,14.955300331115723,15.106100082397461,5.349172115325928,254624
1996-12-30,15.057550430297852,15.15215015411377,14.942500114440918,15.121450424194336,5.354607582092285,509246
1996-12-31,15.121450424194336,15.121450424194336,15.121450424194336,15.121450424194336,5.354607582092285,0
1997-01-01,15.121450424194336,15.121450424194336,15.121450424194336,15.121450424194336,5.354607582092285,0
1997-01-02,14.904150009155273,15.031999588012695,14.48235034942627,14.569250106811523,5.159069061279297,1449512
1997-01-03,14.674099922180176,15.057550430297852,14.674099922180176,15.031999588012695,5.322933197021484,1002644
1997-01-06,15.228850364685059,15.351550102233887,14.853050231933594,14.955300331115723,5.295774459838867,1754242
1997-01-07,14.878600120544434,14.929699897766113,14.420999526977539,14.438899993896484,5.112913131713867,2714960
1997-01-08,14.50790023803711,14.592249870300293,14.280400276184082,14.367300033569336,5.087558269500732,2273204
1997-01-09,14.367300033569336,14.367300033569336,14.367300033569336,14.367300033569336,5.087558269500732,0
1997-01-10,14.789094924926758,14.858144760131836,14.530900001525879,14.720100402832031,5.212487697601318,1866216
1997-01-13,14.853050231933594,15.129150390625,14.853050231933594,15.083100318908691,5.341028213500977,1481724
1997-01-14,15.083100318908691,15.216050148010254,15.001299858093262,15.20580005645752,5.384476184844971,1633578
1997-01-15,15.313199996948242,15.617400169372559,15.313199996948242,15.415450096130371,5.458714962005615,2083514
1997-01-16,15.351550102233887,15.389900207519531,14.993650436401367,15.274849891662598,5.408928394317627,1618750
1997-01-17,15.402649879455566,15.440999984741211,15.108699798583984,15.249300003051758,5.3998799324035645,1176994
1997-01-20,15.338749885559082,15.402649879455566,14.968050003051758,14.968050003051758,5.300288200378418,1488370
1997-01-21,14.968050003051758,14.968050003051758,14.968050003051758,14.968050003051758,5.300288200378418,0
1997-01-22,15.083100318908691,15.338749885559082,15.031999588012695,15.320850372314453,5.425217628479004,8721106
1997-01-23,15.325944900512695,15.389900207519531,15.116350173950195,15.366900444030762,5.441523551940918,1227612
1997-01-24,15.305500030517578,15.305500030517578,15.088194847106934,15.18025016784668,5.375429630279541,1334472
1997-01-27,15.20324993133545,15.274849891662598,15.065199851989746,15.093350410461426,5.3446574211120605,1534386
